timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674750015983,97,/object_info_2,200,OK,Home_Work_50_Threads 1-3,text,true,,463,165,14,14,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,97,0,47
1674750016008,95,/get_method,200,OK,Home_Work_50_Threads 1-13,text,true,,168,150,15,15,http://162.55.220.72:5005/get_method?name=Nata&age=51,95,0,43
1674750016005,98,/user_info_3,200,OK,Home_Work_50_Threads 1-8,text,true,,369,247,15,15,http://162.55.220.72:5005/user_info_3,98,0,46
1674750016010,97,/object_info_3,200,OK,Home_Work_50_Threads 1-1,text,true,,524,165,15,15,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,97,0,45
1674750016011,97,/object_info_1,200,OK,Home_Work_50_Threads 1-6,text,true,,230,163,15,15,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,97,0,47
1674750016031,89,/object_info_2,200,OK,Home_Work_50_Threads 1-4,text,true,,463,165,15,15,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,89,0,43
1674750016030,102,/user_info_2,200,OK,Home_Work_50_Threads 1-11,text,true,,463,247,16,16,http://162.55.220.72:5005/user_info_2,102,0,48
1674750016036,99,/user_info_3,200,OK,Home_Work_50_Threads 1-9,text,true,,369,247,16,16,http://162.55.220.72:5005/user_info_3,99,0,46
1674750016053,90,/object_info_2,200,OK,Home_Work_50_Threads 1-5,text,true,,463,165,16,16,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,90,0,43
1674750016049,97,/get_method,200,OK,Home_Work_50_Threads 1-14,text,true,,168,150,16,16,http://162.55.220.72:5005/get_method?name=Nata&age=51,97,0,47
1674750016060,91,/object_info_1,200,OK,Home_Work_50_Threads 1-7,text,true,,230,163,16,16,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,91,0,44
1674750016060,99,/object_info_3,200,OK,Home_Work_50_Threads 1-2,text,true,,524,165,16,16,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,99,0,47
1674750016067,97,/user_info_2,200,OK,Home_Work_50_Threads 1-12,text,true,,463,247,16,16,http://162.55.220.72:5005/user_info_2,97,0,47
1674750016076,103,/user_info_3,200,OK,Home_Work_50_Threads 1-10,text,true,,369,247,17,17,http://162.55.220.72:5005/user_info_3,103,0,47
1674750016080,100,/object_info_3,200,OK,Home_Work_50_Threads 1-3,text,true,,524,165,17,17,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,100,0,46
1674750016088,93,/get_method,200,OK,Home_Work_50_Threads 1-15,text,true,,168,150,17,17,http://162.55.220.72:5005/get_method?name=Nata&age=51,93,0,43
1674750016103,95,/user_info_2,200,OK,Home_Work_50_Threads 1-13,text,true,,463,247,17,17,http://162.55.220.72:5005/user_info_2,95,0,44
1674750016107,92,/object_info_4,200,OK,Home_Work_50_Threads 1-1,text,true,,236,165,17,17,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,92,0,43
1674750016103,97,/object_info_1,200,OK,Home_Work_50_Threads 1-8,text,true,,230,163,17,17,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,97,0,47
1674750016109,96,/object_info_2,200,OK,Home_Work_50_Threads 1-6,text,true,,463,165,17,17,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,96,0,47
1674750016120,98,/object_info_3,200,OK,Home_Work_50_Threads 1-4,text,true,,524,165,18,18,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,98,0,48
1674750016132,90,/user_info_3,200,OK,Home_Work_50_Threads 1-11,text,true,,369,247,18,18,http://162.55.220.72:5005/user_info_3,90,0,44
1674750016135,87,/object_info_1,200,OK,Home_Work_50_Threads 1-9,text,true,,230,163,18,18,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,87,0,43
1674750016127,97,/get_method,200,OK,Home_Work_50_Threads 1-16,text,true,,168,150,18,18,http://162.55.220.72:5005/get_method?name=Nata&age=51,97,0,48
1674750016146,88,/user_info_2,200,OK,Home_Work_50_Threads 1-14,text,true,,463,247,18,18,http://162.55.220.72:5005/user_info_2,88,0,42
1674750016151,91,/object_info_2,200,OK,Home_Work_50_Threads 1-7,text,true,,463,165,18,18,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,91,0,42
1674750016143,100,/object_info_3,200,OK,Home_Work_50_Threads 1-5,text,true,,524,165,18,18,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,100,0,47
1674750016159,93,/object_info_4,200,OK,Home_Work_50_Threads 1-2,text,true,,236,165,19,19,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,93,0,44
1674750016164,90,/user_info_3,200,OK,Home_Work_50_Threads 1-12,text,true,,369,247,19,19,http://162.55.220.72:5005/user_info_3,90,0,43
1674750016168,97,/get_method,200,OK,Home_Work_50_Threads 1-17,text,true,,168,150,19,19,http://162.55.220.72:5005/get_method?name=Nata&age=51,97,0,47
1674750016180,96,/object_info_1,200,OK,Home_Work_50_Threads 1-10,text,true,,230,163,19,19,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,96,0,43
1674750016181,95,/user_info_2,200,OK,Home_Work_50_Threads 1-15,text,true,,463,247,19,19,http://162.55.220.72:5005/user_info_2,95,0,42
1674750016181,98,/object_info_4,200,OK,Home_Work_50_Threads 1-3,text,true,,236,165,19,19,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,98,0,44
1674750016200,90,/object_info_2,200,OK,Home_Work_50_Threads 1-8,text,true,,463,165,20,20,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,90,0,44
1674750016199,97,/user_info_3,200,OK,Home_Work_50_Threads 1-13,text,true,,369,247,20,20,http://162.55.220.72:5005/user_info_3,97,0,44
1674750016205,93,/object_info_3,200,OK,Home_Work_50_Threads 1-6,text,true,,524,165,20,20,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,93,0,43
1674750016199,100,/get_method,200,OK,Home_Work_50_Threads 1-1,text,true,,168,150,20,20,http://162.55.220.72:5005/get_method?name=Nata&age=51,100,0,48
1674750016209,92,/get_method,200,OK,Home_Work_50_Threads 1-18,text,true,,168,150,20,20,http://162.55.220.72:5005/get_method?name=Nata&age=51,92,0,44
1674750016218,89,/object_info_4,200,OK,Home_Work_50_Threads 1-4,text,true,,236,165,20,20,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,89,0,43
1674750016222,87,/object_info_1,200,OK,Home_Work_50_Threads 1-11,text,true,,230,163,20,20,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,87,0,42
1674750016223,89,/object_info_2,200,OK,Home_Work_50_Threads 1-9,text,true,,463,165,20,20,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,89,0,43
1674750016225,91,/user_info_2,200,OK,Home_Work_50_Threads 1-16,text,true,,463,247,20,20,http://162.55.220.72:5005/user_info_2,91,0,44
1674750016234,94,/user_info_3,200,OK,Home_Work_50_Threads 1-14,text,true,,369,247,21,21,http://162.55.220.72:5005/user_info_3,94,0,45
1674750016243,97,/object_info_3,200,OK,Home_Work_50_Threads 1-7,text,true,,524,165,21,21,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,97,0,46
1674750016243,98,/object_info_4,200,OK,Home_Work_50_Threads 1-5,text,true,,236,165,21,21,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,98,0,46
1674750016253,95,/get_method,200,OK,Home_Work_50_Threads 1-2,text,true,,168,150,21,21,http://162.55.220.72:5005/get_method?name=Nata&age=51,95,0,42
1674750016254,95,/object_info_1,200,OK,Home_Work_50_Threads 1-12,text,true,,230,163,21,21,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,95,0,42
1674750016249,101,/get_method,200,OK,Home_Work_50_Threads 1-19,text,true,,168,150,21,21,http://162.55.220.72:5005/get_method?name=Nata&age=51,101,0,48
1674750016265,94,/user_info_2,200,OK,Home_Work_50_Threads 1-17,text,true,,463,247,21,21,http://162.55.220.72:5005/user_info_2,94,0,45
1674750016276,91,/user_info_3,200,OK,Home_Work_50_Threads 1-15,text,true,,369,247,21,21,http://162.55.220.72:5005/user_info_3,91,0,44
1674750016276,99,/object_info_2,200,OK,Home_Work_50_Threads 1-10,text,true,,463,165,22,22,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,99,0,44
1674750016280,99,/get_method,200,OK,Home_Work_50_Threads 1-3,text,true,,168,150,22,22,http://162.55.220.72:5005/get_method?name=Nata&age=51,99,0,42
1674750016290,89,/object_info_3,200,OK,Home_Work_50_Threads 1-8,text,true,,524,165,22,22,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,89,0,42
1674750016288,95,/get_method,200,OK,Home_Work_50_Threads 1-20,text,true,,168,150,22,22,http://162.55.220.72:5005/get_method?name=Nata&age=51,95,0,46
1674750016301,90,/user_info_2,200,OK,Home_Work_50_Threads 1-18,text,true,,463,247,22,22,http://162.55.220.72:5005/user_info_2,90,0,43
1674750016298,98,/object_info_4,200,OK,Home_Work_50_Threads 1-6,text,true,,236,165,22,22,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,98,0,46
1674750016296,110,/object_info_1,200,OK,Home_Work_50_Threads 1-13,text,true,,230,163,22,22,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,109,0,47
1674750016309,102,/object_info_2,200,OK,Home_Work_50_Threads 1-11,text,true,,463,165,23,23,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,102,0,42
1674750016299,113,/user_info_2,200,OK,Home_Work_50_Threads 1-1,text,true,,463,247,23,23,http://162.55.220.72:5005/user_info_2,113,0,48
1674750016312,102,/object_info_3,200,OK,Home_Work_50_Threads 1-9,text,true,,524,165,23,23,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,102,0,43
1674750016316,98,/user_info_3,200,OK,Home_Work_50_Threads 1-16,text,true,,369,247,23,23,http://162.55.220.72:5005/user_info_3,98,0,42
1674750016307,110,/get_method,200,OK,Home_Work_50_Threads 1-4,text,true,,168,150,23,23,http://162.55.220.72:5005/get_method?name=Nata&age=51,110,0,47
1674750016329,90,/object_info_1,200,OK,Home_Work_50_Threads 1-14,text,true,,230,163,23,23,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,90,0,43
1674750016329,92,/get_method,200,OK,Home_Work_50_Threads 1-21,text,true,,168,150,23,23,http://162.55.220.72:5005/get_method?name=Nata&age=51,92,0,45
1674750016341,87,/object_info_4,200,OK,Home_Work_50_Threads 1-7,text,true,,236,165,23,23,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,87,0,42
1674750016341,99,/get_method,200,OK,Home_Work_50_Threads 1-5,text,true,,168,150,23,23,http://162.55.220.72:5005/get_method?name=Nata&age=51,99,0,46
1674750016348,95,/user_info_2,200,OK,Home_Work_50_Threads 1-2,text,true,,463,247,23,23,http://162.55.220.72:5005/user_info_2,95,0,42
1674750016359,93,/user_info_3,200,OK,Home_Work_50_Threads 1-17,text,true,,369,247,24,24,http://162.55.220.72:5005/user_info_3,93,0,42
1674750016350,102,/user_info_2,200,OK,Home_Work_50_Threads 1-19,text,true,,463,247,24,24,http://162.55.220.72:5005/user_info_2,102,0,47
1674750016349,103,/object_info_2,200,OK,Home_Work_50_Threads 1-12,text,true,,463,165,24,24,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,103,0,43
1674750016367,100,/object_info_1,200,OK,Home_Work_50_Threads 1-15,text,true,,230,163,24,24,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,100,0,47
1674750016368,101,/get_method,200,OK,Home_Work_50_Threads 1-22,text,true,,168,150,24,24,http://162.55.220.72:5005/get_method?name=Nata&age=51,101,0,47
1674750016379,92,/object_info_4,200,OK,Home_Work_50_Threads 1-8,text,true,,236,165,24,24,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,92,0,43
1674750016379,94,/user_info_2,200,OK,Home_Work_50_Threads 1-3,text,true,,463,247,24,24,http://162.55.220.72:5005/user_info_2,94,0,43
1674750016375,98,/object_info_3,200,OK,Home_Work_50_Threads 1-10,text,true,,524,165,24,24,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,98,0,46
1674750016383,97,/user_info_2,200,OK,Home_Work_50_Threads 1-20,text,true,,463,247,24,24,http://162.55.220.72:5005/user_info_2,97,0,47
1674750016391,99,/user_info_3,200,OK,Home_Work_50_Threads 1-18,text,true,,369,247,25,25,http://162.55.220.72:5005/user_info_3,99,0,47
1674750016396,100,/get_method,200,OK,Home_Work_50_Threads 1-6,text,true,,168,150,25,25,http://162.55.220.72:5005/get_method?name=Nata&age=51,100,0,48
1674750016406,97,/object_info_2,200,OK,Home_Work_50_Threads 1-13,text,true,,463,165,25,25,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,97,0,46
1674750016414,94,/object_info_1,200,OK,Home_Work_50_Threads 1-16,text,true,,230,163,25,25,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,94,0,42
1674750016407,103,/get_method,200,OK,Home_Work_50_Threads 1-23,text,true,,168,150,25,25,http://162.55.220.72:5005/get_method?name=Nata&age=51,103,0,48
1674750016412,100,/user_info_3,200,OK,Home_Work_50_Threads 1-1,text,true,,369,247,25,25,http://162.55.220.72:5005/user_info_3,100,0,46
1674750016419,96,/object_info_2,200,OK,Home_Work_50_Threads 1-14,text,true,,463,165,25,25,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,96,0,43
1674750016412,106,/object_info_3,200,OK,Home_Work_50_Threads 1-11,text,true,,524,165,25,25,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,106,0,46
1674750016421,97,/user_info_2,200,OK,Home_Work_50_Threads 1-21,text,true,,463,247,25,25,http://162.55.220.72:5005/user_info_2,97,0,43
1674750016414,105,/object_info_4,200,OK,Home_Work_50_Threads 1-9,text,true,,236,165,25,25,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,105,0,47
1674750016417,102,/user_info_2,200,OK,Home_Work_50_Threads 1-4,text,true,,463,247,25,25,http://162.55.220.72:5005/user_info_2,102,0,48
1674750016428,98,/get_method,200,OK,Home_Work_50_Threads 1-7,text,true,,168,150,25,25,http://162.55.220.72:5005/get_method?name=Nata&age=51,98,0,48
1674750016443,88,/user_info_3,200,OK,Home_Work_50_Threads 1-2,text,true,,369,247,26,26,http://162.55.220.72:5005/user_info_3,88,0,43
1674750016440,95,/user_info_2,200,OK,Home_Work_50_Threads 1-5,text,true,,463,247,26,26,http://162.55.220.72:5005/user_info_2,95,0,46
1674750016448,103,/get_method,200,OK,Home_Work_50_Threads 1-24,text,true,,168,150,26,26,http://162.55.220.72:5005/get_method?name=Nata&age=51,103,0,47
1674750016452,100,/object_info_1,200,OK,Home_Work_50_Threads 1-17,text,true,,230,163,26,26,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,100,0,46
1674750016452,100,/object_info_3,200,OK,Home_Work_50_Threads 1-12,text,true,,524,165,26,26,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,100,0,47
1674750016452,102,/user_info_3,200,OK,Home_Work_50_Threads 1-19,text,true,,369,247,26,26,http://162.55.220.72:5005/user_info_3,102,0,47
1674750016470,86,/user_info_2,200,OK,Home_Work_50_Threads 1-22,text,true,,463,247,26,26,http://162.55.220.72:5005/user_info_2,86,0,42
1674750016473,89,/object_info_4,200,OK,Home_Work_50_Threads 1-10,text,true,,236,165,26,26,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,89,0,43
1674750016473,98,/user_info_3,200,OK,Home_Work_50_Threads 1-3,text,true,,369,247,27,27,http://162.55.220.72:5005/user_info_3,98,0,44
1674750016467,107,/object_info_2,200,OK,Home_Work_50_Threads 1-15,text,true,,463,165,27,27,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,107,0,47
1674750016471,103,/get_method,200,OK,Home_Work_50_Threads 1-8,text,true,,168,150,27,27,http://162.55.220.72:5005/get_method?name=Nata&age=51,103,0,46
1674750016480,96,/user_info_3,200,OK,Home_Work_50_Threads 1-20,text,true,,369,247,27,27,http://162.55.220.72:5005/user_info_3,95,0,44
1674750016489,90,/get_method,200,OK,Home_Work_50_Threads 1-25,text,true,,168,150,27,27,http://162.55.220.72:5005/get_method?name=Nata&age=51,90,0,43
1674750016490,90,/object_info_1,200,OK,Home_Work_50_Threads 1-18,text,true,,230,163,27,27,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,89,0,43
1674750016496,94,/user_info_2,200,OK,Home_Work_50_Threads 1-6,text,true,,463,247,27,27,http://162.55.220.72:5005/user_info_2,94,0,45
1674750016503,91,/object_info_3,200,OK,Home_Work_50_Threads 1-13,text,true,,524,165,27,27,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,91,0,44
1674750016510,90,/user_info_2,200,OK,Home_Work_50_Threads 1-23,text,true,,463,247,27,27,http://162.55.220.72:5005/user_info_2,90,0,43
1674750016508,103,/object_info_2,200,OK,Home_Work_50_Threads 1-16,text,true,,463,165,28,28,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,102,0,47
1674750016516,98,/object_info_3,200,OK,Home_Work_50_Threads 1-14,text,true,,524,165,28,28,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,98,0,43
1674750016512,106,/object_info_1,200,OK,Home_Work_50_Threads 1-1,text,true,,230,163,28,28,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,106,0,46
1674750016519,101,/user_info_3,200,OK,Home_Work_50_Threads 1-21,text,true,,369,247,28,28,http://162.55.220.72:5005/user_info_3,101,0,42
1674750016519,101,/get_method,200,OK,Home_Work_50_Threads 1-9,text,true,,168,150,28,28,http://162.55.220.72:5005/get_method?name=Nata&age=51,101,0,43
1674750016518,105,/object_info_4,200,OK,Home_Work_50_Threads 1-11,text,true,,236,165,28,28,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,105,0,45
1674750016520,106,/user_info_3,200,OK,Home_Work_50_Threads 1-4,text,true,,369,247,28,28,http://162.55.220.72:5005/user_info_3,106,0,46
1674750016531,95,/object_info_1,200,OK,Home_Work_50_Threads 1-2,text,true,,230,163,28,28,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,95,0,42
1674750016526,103,/user_info_2,200,OK,Home_Work_50_Threads 1-7,text,true,,463,247,28,28,http://162.55.220.72:5005/user_info_2,103,0,45
1674750016535,95,/user_info_3,200,OK,Home_Work_50_Threads 1-5,text,true,,369,247,28,28,http://162.55.220.72:5005/user_info_3,95,0,43
1674750016529,104,/get_method,200,OK,Home_Work_50_Threads 1-26,text,true,,168,150,28,28,http://162.55.220.72:5005/get_method?name=Nata&age=51,103,0,47
1674750016553,88,/object_info_4,200,OK,Home_Work_50_Threads 1-12,text,true,,236,165,28,28,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,88,0,42
1674750016552,98,/user_info_2,200,OK,Home_Work_50_Threads 1-24,text,true,,463,247,29,29,http://162.55.220.72:5005/user_info_2,98,0,46
1674750016554,102,/object_info_1,200,OK,Home_Work_50_Threads 1-19,text,true,,230,163,29,29,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,102,0,46
1674750016552,104,/object_info_2,200,OK,Home_Work_50_Threads 1-17,text,true,,463,165,29,29,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,104,0,47
1674750016556,102,/user_info_3,200,OK,Home_Work_50_Threads 1-22,text,true,,369,247,29,29,http://162.55.220.72:5005/user_info_3,102,0,46
1674750016571,88,/object_info_1,200,OK,Home_Work_50_Threads 1-3,text,true,,230,163,29,29,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,88,0,43
1674750016562,99,/get_method,200,OK,Home_Work_50_Threads 1-10,text,true,,168,150,29,29,http://162.55.220.72:5005/get_method?name=Nata&age=51,99,0,48
1674750016568,99,/get_method,200,OK,Home_Work_50_Threads 1-27,text,true,,168,150,29,29,http://162.55.220.72:5005/get_method?name=Nata&age=51,99,0,48
1674750016574,96,/object_info_3,200,OK,Home_Work_50_Threads 1-15,text,true,,524,165,29,29,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,96,0,47
1674750016574,102,/user_info_2,200,OK,Home_Work_50_Threads 1-8,text,true,,463,247,29,29,http://162.55.220.72:5005/user_info_2,102,0,47
1674750016579,102,/user_info_2,200,OK,Home_Work_50_Threads 1-25,text,true,,463,247,29,29,http://162.55.220.72:5005/user_info_2,102,0,46
1674750016576,106,/object_info_1,200,OK,Home_Work_50_Threads 1-20,text,true,,230,163,29,29,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,106,0,49
1674750016580,105,/object_info_2,200,OK,Home_Work_50_Threads 1-18,text,true,,463,165,29,29,http://162.55.220.72:5005/object_info_2?name=Nata&age=51&salary=2000,105,0,48
1674750016590,95,/user_info_3,200,OK,Home_Work_50_Threads 1-6,text,true,,369,247,29,29,http://162.55.220.72:5005/user_info_3,95,0,43
1674750016614,97,/object_info_4,200,OK,Home_Work_50_Threads 1-14,text,true,,236,165,30,30,http://162.55.220.72:5005/object_info_4?name=Nata&age=51&salary=2000,97,0,47
1674750016611,99,/object_info_3,200,OK,Home_Work_50_Threads 1-16,text,true,,524,165,30,30,http://162.55.220.72:5005/object_info_3?name=Nata&age=51&salary=2000,99,0,47
1674750016620,90,/object_info_1,200,OK,Home_Work_50_Threads 1-21,text,true,,230,163,30,30,http://162.55.220.72:5005/object_info_1?name=Nata&age=51&weight=56,90,0,42
